Id,SalePrice
1552,139450.80555555556
1553,141378.95595238096
1554,115929.72944444444
1555,175956.27277777778
1556,97915.72708333333
1557,128633.13510101014
1558,95893.6878968254
1559,116209.94583333335
1560,142032.1625
1561,165370.17083333334
1562,127916.3214285714
1563,124504.15476190476
1564,164346.05714285717
1565,152958.42797619052
1566,226095.6108333334
1567,78893.23660714284
1568,222607.87000000002
1569,139972.6309325397
1570,124421.94851190473
1571,128841.38858225111
1572,151681.96607142856
1573,239471.9925
1574,122251.12059523808
1575,209679.39238095237
1576,210333.81845238092
1577,202862.3699404762
1578,151244.26833333334
1579,143735.3849206349
1580,187936.06547619047
1581,143800.73556547618
1582,130049.79166666667
1583,339432.39284090913
1584,241735.79375000004
1585,140058.2003968254
1586,72398.50625
1587,110627.16369047618
1588,153655.49282738098
1589,102809.66047619047
1590,132647.4297619048
1591,106235.80714285714
1592,124769.1625
1593,119194.61726190476
1594,134856.03614718618
1595,123480.42708333333
1596,235023.2979166667
1597,157491.5041666667
1598,188818.24999999994
1599,213992.7225
1600,194127.98809523814
1601,76842.17916666667
1602,110343.01785714287
1603,95499.17374999999
1604,291738.7993055556
1605,246912.48898809525
1606,169781.875
1607,169499.4583333333
1608,214937.2125
1609,197238.56577380953
1610,161038.1744047619
1611,147426.47619047618
1612,163847.30476190476
1613,169836.79583333334
1614,120396.22619047618
1615,87402.07202380954
1616,79103.23392857144
1617,87191.13095238096
1618,128668.85119047617
1619,134030.06666666665
1620,145252.67652777777
1621,138109.7236111111
1622,147340.30208333334
1623,282200.10376984125
1624,215973.82
1625,135063.88988095237
1626,167254.26587301586
1627,185219.9583333333
1628,280384.14083333337
1629,175381.92083333334
1630,386521.0132142858
1631,212944.6001984127
1632,245099.63773809522
1633,169771.55654761902
1634,184166.7083333333
1635,176422.8333333333
1636,164661.29500000004
1637,179117.55555555556
1638,214407.32291666666
1639,171832.22916666663
1640,245713.02875
1641,178721.72738095236
1642,224786.55803571426
1643,221462.42321428572
1644,224879.28184523812
1645,177599.8964285714
1646,151539.83262987013
1647,161171.87301587302
1648,142186.33035714284
1649,138825.7013888889
1650,122439.33333333334
1651,124654.62499999997
1652,93242.753968254
1653,99652.30952380954
1654,153115.06944444444
1655,154716.8422619048
1656,151850.9583333333
1657,150274.23611111112
1658,152441.69444444444
1659,146159.9910714286
1660,146661.34434523812
1661,425520.06732142856
1662,389957.3928571429
1663,373981.9215909091
1664,458648.922797619
1665,320012.3951388889
1666,331689.4446428571
1667,363207.1497619048
1668,322747.87428571435
1669,299854.822202381
1670,325299.192202381
1671,252362.70932539686
1672,425053.0629166666
1673,304931.51208333333
1674,248721.01630952387
1675,191308.12555555554
1676,197187.4466269841
1677,219590.4104166667
1678,430524.0573809523
1679,373486.77394841274
1680,331711.0189880953
1681,282175.9515079365
1682,300441.8223809524
1683,189548.54124999995
1684,168302.20029761904
1685,172518.9583333333
1686,167150.33658008656
1687,168747.07916666666
1688,190587.14365079365
1689,187987.6125
1690,184564.50178571427
1691,178525.0456547619
1692,265977.52892857144
1693,170470.60416666666
1694,186074.22222222225
1695,169967.55166666664
1696,270544.63875
1697,171906.4708333333
1698,335927.8339285715
1699,341326.50988095236
1700,242055.41160714286
1701,253929.6
1702,257496.96458333335
1703,255243.95351190475
1704,297860.84880952386
1705,231804.3959523809
1706,448302.2825595237
1707,217094.36863095238
1708,215756.08125
1709,288335.2570833334
1710,226275.34041666667
1711,269724.6894047619
1712,236120.60446428572
1713,240103.5375
1714,222841.654265873
1715,202091.68261904764
1716,173723.79083333333
1717,166261.87648809524
1718,142529.81726190477
1719,201816.10833333334
1720,252926.6458333333
1721,161824.14999999997
1722,131380.13690476192
1723,155379.2634469697
1724,207447.09863095236
1725,232804.66815476184
1726,182734.8268650794
1727,174339.60749999998
1728,185149.8392857143
1729,163607.1864285714
1730,157197.3005952381
1731,122669.0013888889
1732,136925.07529761904
1733,129955.9875
1734,133293.36904761905
1735,135814.77023809523
1736,117828.71250000002
1737,369125.3144642858
1738,220380.02916666665
1739,274494.23041666666
1740,195872.84285714285
1741,180486.45773809523
1742,172318.38888888888
1743,169207.87499999997
1744,317587.7975
1745,241718.3625
1746,280612.2
1747,215973.83452380952
1748,209337.6077380952
1749,164446.02202380955
1750,153094.98214285713
1751,230531.31666666665
1752,123600.20833333334
1753,142964.60773809525
1754,221124.09811507934
1755,168705.8443452381
1756,123371.8966666667
1757,121595.87678571427
1758,146180.20500000002
1759,169437.30952380953
1760,161432.14916666667
1761,155233.6136904762
1762,168243.675
1763,167942.41666666666
1764,118030.91785714286
1765,172072.69940476192
1766,164604.69065656565
1767,196034.50119047618
1768,142128.8412698413
1769,168219.18154761905
1770,142156.63095238095
1771,136775.9775
1772,142715.11216269844
1773,139277.06964285718
1774,136289.4652777778
1775,136327.84449404763
1776,125102.3321428571
1777,115703.33928571429
1778,131600.1041666667
1779,114517.50000000003
1780,175845.31547619047
1781,132603.2083333333
1782,102983.72797619046
1783,131775.31884920632
1784,98691.68750000001
1785,118041.55972222223
1786,148125.7797619048
1787,159035.4541666667
1788,58049.935595238094
1789,94311.65845238096
1790,78010.24107142858
1791,183265.33464285717
1792,155722.3608333333
1793,140888.68785714282
1794,142366.61607142864
1795,141906.79464285713
1796,122907.74107142855
1797,117971.18220238094
1798,126370.9166666667
1799,110306.27976190476
1800,124289.06349206346
1801,130886.24869047618
1802,151950.62041666664
1803,155693.9541666667
1804,140987.73968253966
1805,134904.93154761902
1806,110694.925
1807,144475.1125
1808,117114.57172619048
1809,124541.82936507938
1810,143302.55535714285
1811,112258.17916666665
1812,117041.27589285714
1813,120321.60952380951
1814,98855.11904761905
1815,61722.089583333334
1816,100953.43630952384
1817,121053.27916666667
1818,131262.93444444443
1819,113529.90374999998
1820,73104.86785714285
1821,125496.66417748916
1822,146968.58333333334
1823,59318.92113095238
1824,134018.98214285713
1825,140994.57266414142
1826,101281.10714285716
1827,109815.70654761905
1828,134297.62380952382
1829,110909.94166666668
1830,144140.31785714286
1831,168914.47321428574
1832,111941.24416666667
1833,153522.31845238098
1834,130103.16464285713
1835,177072.13055555554
1836,127577.58166666664
1837,100459.38750000004
1838,138778.48571428572
1839,84329.50892857142
1840,162126.84761904762
1841,143732.91736111112
1842,90396.54857142858
1843,140372.79464285716
1844,137249.37797619047
1845,137759.4045634921
1846,157056.28733766236
1847,146723.62023809523
1848,62265.817976190476
1849,115065.94083333334
1850,128772.84583333335
1851,152349.7708333333
1852,130187.22559523808
1853,136137.73035714286
1854,179801.08166666667
1855,147800.69166666668
1856,216858.28869047615
1857,167951.67597402597
1858,138777.05392857146
1859,123670.27446428573
1860,157584.25972222225
1861,123341.06196428572
1862,272106.71249999997
1863,270898.4325
1864,270898.4325
1865,333690.84107142856
1866,323198.89775793656
1867,233043.78714285715
1868,297302.1094246032
1869,191430.935218254
1870,239848.2442261905
1871,249849.7179166667
1872,170679.31458333335
1873,219365.28511904762
1874,138402.37499999997
1875,209115.0625
1876,191776.3044047619
1877,207834.68928571427
1878,210758.82666666672
1879,132660.95416666666
1880,133484.29702380954
1881,235711.20208333334
1882,251194.4083333333
1883,195336.4990079365
1884,224091.23630952378
1885,261408.2291666667
1886,306807.38263888896
1887,195683.66458333333
1888,279051.98214285704
1889,166872.92142857146
1890,134434.93541666667
1891,140528.97976190475
1892,112466.21630952382
1893,139738.79166666666
1894,128500.98095238097
1895,145070.02380952385
1896,122577.44047619046
1897,117113.05773809522
1898,110155.84672619046
1899,130210.78392857146
1900,149119.01249999998
1901,163152.5412121212
1902,134068.93666666668
1903,211862.7418452381
1904,137740.82738095237
1905,177455.18313492063
1906,147321.53428571424
1907,199862.69999999998
1908,119333.875
1909,139033.1104166667
1910,127037.98333333332
1911,193890.53833333333
1912,258780.53214285718
1913,157436.6054166667
1914,60875.69434523811
1915,335901.24646825396
1916,70967.70386904762
1917,255143.78333333338
1918,136520.13690476192
1919,159186.70208333334
1920,158214.3908333333
1921,415482.2125
1922,325223.3400000001
1923,205867.2345238095
1924,234667.62083333335
1925,225814.58720238094
1926,378658.8467857143
1927,139002.62499999997
1928,156141.29619047622
1929,127322.60178571432
1930,128831.42345238093
1931,138845.19880952383
1932,136055.3611111111
1933,172995.58571428573
1934,176368.20119047616
1935,174355.62857142853
1936,187364.55555555556
1937,178900.91547619045
1938,164132.13785714286
1939,249578.91708333333
1940,198357.48019841273
1941,177344.6252380952
1942,193743.5238095238
1943,193043.39880952382
1944,323726.6198214285
1945,365053.030952381
1946,152543.38125000003
1947,318115.7498412699
1948,164141.79761904763
1949,247722.58253968257
1950,171934.67083333334
1951,254839.68583333335
1952,243548.58452380952
1953,167913.620734127
1954,205028.61825396825
1955,129511.52767857141
1956,274547.9851785715
1957,162632.36392857143
1958,301053.84178571426
1959,142290.36357142858
1960,116944.87976190475
1961,122317.24930555555
1962,99611.14682539683
1963,105748.71071428573
1964,111800.73194444447
1965,150717.88999999998
1966,160363.64583333334
1967,308425.8822222223
1968,398556.0498710318
1969,378706.64428571425
1970,402539.48398809525
1971,425962.54785714287
1972,357652.9147222222
1973,262116.01041666666
1974,312277.9995833334
1975,456478.79827380955
1976,271670.0020833333
1977,353177.21535714297
1978,351557.2308928572
1979,331887.5627976191
1980,202066.6901190476
1981,329195.015
1982,229019.82041666663
1983,216347.31934523807
1984,168799.90833333333
1985,208575.37765873017
1986,216994.27250000002
1987,186020.2619047619
1988,177678.33134920633
1989,188078.6
1990,217827.7458333333
1991,220306.55875
1992,213463.79900793647
1993,172574.5044642857
1994,229967.59583333335
1995,183219.76547619043
1996,252525.69583333336
1997,331708.24083333334
1998,333251.9188690476
1999,242011.65785714285
2000,304862.1768452381
2001,262367.5357142857
2002,232139.6163690476
2003,250049.23005952383
2004,258845.7416666667
2005,235578.6158333333
2006,219758.38654761907
2007,247928.93833333338
2008,201388.3325
2009,191757.4642857143
2010,192300.23988095237
2011,149692.99523809523
2012,183898.3356547619
2013,182600.0634920635
2014,188534.4841269841
2015,195575.03293650792
2016,195991.8506746032
2017,205756.95714285714
2018,121508.00138888892
2019,135694.95535714284
2020,115876.81166666668
2021,118848.44904761904
2022,176257.75833333336
2023,152502.32976190475
2024,220755.15535714282
2025,365645.1547023809
2026,189644.9145833333
2027,149459.7118055556
2028,152085.78845238098
2029,166591.78555555554
2030,275400.6279166667
2031,269859.9267857143
2032,277961.3341666666
2033,267809.91875
2034,160518.6975
2035,204155.01041666666
2036,183204.61011904763
2037,192702.55000000002
2038,323856.8389880952
2039,198915.88075396826
2040,404388.38125
2041,278887.04208333336
2042,206817.47589285712
2043,168876.3511904762
2044,173459.58452380952
2045,228992.09333333332
2046,135579.73125
2047,152861.09166666665
2048,133901.5833333333
2049,138005.40069444448
2050,182545.7282738095
2051,103713.66666666667
2052,139597.0791666667
2053,143166.50595238095
2054,85465.61726190476
2055,159518.59424603175
2056,131186.51785714287
2057,127357.9261904762
2058,220659.7425595238
2059,135559.245
2060,156871.9059343434
2061,172467.78154761906
2062,136979.4375
2063,118340.35892857143
2064,139794.9230952381
2065,123519.03916666665
2066,166585.18392857147
2067,123091.67857142857
2068,138964.1041666667
2069,83075.26964285714
2070,110873.84910714284
2071,89392.71904761906
2072,135562.54499999998
2073,132074.70995670994
2074,182276.7291666667
2075,143485.2728174603
2076,123231.11964285711
2077,145667.91369047615
2078,132801.9732142857
2079,133971.39642857143
2080,113445.8851190476
2081,122748.58333333333
2082,133809.3105357143
2083,142700.06904761906
2084,112525.82142857143
2085,132789.9166666667
2086,116834.8439285714
2087,119605.1482142857
2088,112772.73378968255
2089,91705.775
2090,134626.54702380951
2091,127355.6194047619
2092,132889.30932539684
2093,144431.55654761902
2094,128914.89523809524
2095,144662.81111111114
2096,91104.11500000002
2097,99819.59583333334
2098,145433.32
2099,63993.84464285713
2100,107315.53154761906
2101,117419.14017857143
2102,141500.1479761905
2103,104609.20625
2104,136195.84285714288
2105,133118.13700396827
2106,78822.23333333335
2107,237984.01595238093
2108,119717.49027777778
2109,117276.41720238095
2110,122583.06083333334
2111,154286.4148809524
2112,134999.42916666664
2113,115682.02083333333
2114,111604.55208333334
2115,146340.57440476192
2116,111141.02202380954
2117,144581.33226190478
2118,115976.04166666666
2119,108796.14722222222
2120,113348.72738095238
2121,117180.8
2122,101334.01964285714
2123,94141.25166666668
2124,173395.31269841272
2125,143395.67083333334
2126,164939.03494047618
2127,158104.68035714288
2128,132446.8073611111
2129,109652.13809523809
2130,151184.87976190477
2131,161148.01666666666
2132,119514.10327380954
2133,119360.76507936507
2134,116194.31875
2135,112213.605952381
2136,79986.25749999998
2137,116090.30972222223
2138,140318.6373376623
2139,154357.38988095237
2140,137926.86904761905
2141,140670.88988095237
2142,135898.31130952382
2143,142824.69464285712
2144,120012.50357142856
2145,136658.55952380953
2146,153850.44642857142
2147,161530.52716450216
2148,122750.96726190476
2149,135363.27083333334
2150,226890.33928571426
2151,132713.99107142858
2152,161284.34107142856
2153,157773.0267857143
2154,106271.35785714285
2155,130742.95605158732
2156,220741.7336507936
2157,236677.675
2158,237972.11666666664
2159,219303.19851190475
2160,176959.23791666667
2161,249181.13898809528
2162,425731.7086309524
2163,333989.80847222224
2164,249879.19666666668
2165,176971.82895021644
2166,142956.41785714286
2167,206144.82261904766
2168,210983.19047619047
2169,194565.06845238095
2170,221240.19166666665
2171,148141.80000000002
2172,140013.91964285716
2173,154915.8175
2174,244173.84496031742
2175,307975.5683928571
2176,327065.17222222226
2177,258020.1858333333
2178,221715.70625
2179,144857.0011904762
2180,194389.46934523812
2181,195242.01666666666
2182,220615.06011904762
2183,189379.33541666664
2184,138402.9702380952
2185,134254.08958333335
2186,143761.48392857146
2187,155102.14047619046
2188,154166.1867063492
2189,193658.5520833333
2190,85984.80357142858
2191,87370.86607142858
2192,87771.69130952383
2193,97434.10208333333
2194,103871.57291666667
2195,114925.65476190476
2196,106589.85297619048
2197,109863.81666666665
2198,158080.7797348485
2199,157531.31269841274
2200,131596.3333333333
2201,140982.1173611111
2202,194473.5583333333
2203,162229.92857142858
2204,169251.5556547619
2205,117629.5361904762
2206,135868.4501190476
2207,232911.65398809523
2208,232354.62857142853
2209,190490.70095238095
2210,124441.06249999997
2211,110983.69702380954
2212,116712.06279761903
2213,102961.67619047618
2214,150379.26726190478
2215,105685.44285714286
2216,154217.6529761905
2217,74768.0425595238
2218,90741.13464285716
2219,74862.88458333335
2220,74032.22166666666
2221,334457.9131349206
2222,246136.87500000006
2223,259143.43083333332
2224,223463.57261904763
2225,139341.7711111111
2226,187181.57142857142
2227,192829.96845238097
2228,278871.0195833333
2229,234660.20220238095
2230,158613.4869047619
2231,211007.8770833333
2232,182737.46226190473
2233,176119.81984126984
2234,244264.75333333336
2235,206820.9375
2236,277640.96101190476
2237,345752.91571428574
2238,210456.9986111111
2239,125223.01249999998
2240,159329.68354166666
2241,158447.23750000002
2242,137252.4880952381
2243,141683.45416666666
2244,97105.91071428571
2245,97423.00595238093
2246,143497.6041666667
2247,107847.35944444445
2248,125988.74702380956
2249,124796.38095238098
2250,138362.7708333333
2251,132392.0473214286
2252,172391.52976190476
2253,157432.35777777777
2254,181229.42976190473
2255,193102.939484127
2256,182765.50624999998
2257,187774.99025793653
2258,176288.83630952382
2259,178787.59920634917
2260,152965.17126623375
2261,185094.72083333333
2262,211473.85880952384
2263,325277.27708333335
2264,418267.75351190474
2265,172746.29702380954
2266,292532.02059523814
2267,368031.0870734126
2268,381083.6349007938
2269,164263.6943452381
2270,188593.37023809523
2271,242208.84999999995
2272,196732.3476190476
2273,166098.44880952383
2274,171003.17698412697
2275,159222.95833333334
2276,177943.4882738095
2277,181872.84821428568
2278,160275.05643939396
2279,125015.0826388889
2280,118546.12166666666
2281,177391.97291666662
2282,174160.16666666666
2283,97774.79694444445
2284,107257.4995238095
2285,151316.04523809528
2286,126837.32142857143
2287,337810.342638889
2288,278051.7525
2289,375420.9761607143
2290,390668.0369047619
2291,297483.1579761905
2292,419729.4541666666
2293,449501.4607142857
2294,382133.2511904762
2295,427897.2041071428
2296,271954.61559523817
2297,313832.55
2298,329472.3750595238
2299,380617.02875
2300,306441.4700000001
2301,280552.47416666674
2302,230798.16375
2303,245015.27946428576
2304,243238.72208333336
2305,193731.55496031747
2306,193616.83829365083
2307,191883.8422222222
2308,220839.7401190476
2309,293120.79345238104
2310,220061.01101190472
2311,196546.99166666667
2312,177732.1145833333
2313,174302.99027777778
2314,179427.18601190476
2315,170049.44861111112
2316,183150.92726190476
2317,179326.72833333333
2318,174166.1395833333
2319,176292.51755952378
2320,177483.3235714286
2321,252264.64357142858
2322,168133.1330681818
2323,182749.28125
2324,168168.91904761904
2325,215493.63988095237
2326,167196.51488095237
2327,213597.51428571428
2328,216968.5520833333
2329,181295.61160714284
2330,181713.36160714284
2331,346070.2814880953
2332,403285.51511904766
2333,307537.9330952382
2334,263103.22660714283
2335,267479.9080952381
2336,325750.18833333335
2337,197707.63988095237
2338,295580.8282738095
2339,231515.46972222222
2340,389746.48916666664
2341,224839.2816666666
2342,244724.45702380952
2343,221354.52023809525
2344,237157.66791666663
2345,235379.05208333334
2346,219141.93476190473
2347,194750.92202380951
2348,229063.91488095242
2349,159200.42851190476
2350,287433.1866666667
2351,266767.5009722222
2352,246002.31940476192
2353,214283.80198412697
2354,130275.83392857143
2355,158459.7744047619
2356,151864.52083333334
2357,196488.04642857143
2358,201335.2341269841
2359,121540.85499999998
2360,120467.37559523809
2361,137503.50000000003
2362,265870.16279761906
2363,140936.65104166666
2364,152579.2363636364
2365,222190.70857142858
2366,190500.32916666666
2367,226409.27083333334
2368,199069.56041666665
2369,220471.8067857143
2370,163965.9097222222
2371,170492.79166666666
2372,174238.73916666667
2373,275743.97357142856
2374,302129.9516666667
2375,240097.60984126982
2376,257688.58509920636
2377,373924.1051984128
2378,137768.5279761905
2379,203162.405
2380,146104.09523809524
2381,164683.34583333335
2382,186160.8848214285
2383,209623.13333333333
2384,251623.96291666664
2385,148413.39285714284
2386,137303.3958333333
2387,133332.86607142858
2388,103891.295
2389,124571.44448051948
2390,132176.7458333333
2391,138284.70238095237
2392,113268.64523809524
2393,163546.7994047619
2394,146427.21726190476
2395,196143.48710317456
2396,147553.5267857143
2397,193056.8045454545
2398,129543.88095238095
2399,60815.39047619047
2400,58516.211309523824
2401,119077.21369047622
2402,135334.60317460317
2403,132361.50291666668
2404,143438.8005952381
2405,157363.01785714284
2406,136701.88690476192
2407,127857.40686507938
2408,142669.68750000003
2409,137903.8125
2410,165141.35595238095
2411,121947.1857142857
2412,153591.76845238096
2413,136672.10416666666
2414,133890.91785714286
2415,133093.11517857143
2416,132570.02083333334
2417,134543.42261904763
2418,124124.9285714286
2419,129753.07192460317
2420,126583.67559523808
2421,153907.87202380953
2422,122586.58958333332
2423,127256.67944444444
2424,151289.24125
2425,161629.42529761902
2426,122912.98708333331
2427,146649.4317857143
2428,171328.61071428572
2429,114612.66071428571
2430,130832.60357142857
2431,114119.0
2432,137179.83630952382
2433,147231.66666666666
2434,141225.4261904762
2435,155754.4095238095
2436,104203.1392857143
2437,114549.34261904762
2438,122563.04583333335
2439,114401.8648809524
2440,125077.9976190476
2441,105923.20595238094
2442,105462.65833333333
2443,116621.78869047618
2444,129023.52083333333
2445,92104.725
2446,134476.1666666667
2447,214933.4354166667
2448,141417.46607142856
2449,114442.54166666666
2450,155959.69166666662
2451,122653.58958333335
2452,222854.84333333332
2453,98217.38214285715
2454,122307.30982142857
2455,103894.66357142857
2456,136088.72678571427
2457,114737.10833333332
2458,114751.25992063491
2459,108658.97202380953
2460,138182.8541666667
2461,116887.11458333333
2462,132040.80465367966
2463,117271.80833333332
2464,148984.25291666668
2465,131923.04375
2466,119461.05357142857
2467,156687.8875
2468,100566.42666666664
2469,91085.6107142857
2470,168564.6970238095
2471,196639.3148809524
2472,179617.4869047619
2473,114364.79196428573
2474,105233.36458333334
2475,238590.09166666665
2476,110914.18944444445
2477,130940.34166666663
2478,162924.65
2479,115412.94208333334
2480,135599.5416666667
2481,123603.49916666668
2482,137033.3958333333
2483,117164.66369047621
2484,123759.95138888885
2485,126609.1
2486,152430.24702380953
2487,183110.4875
2488,150467.7708333333
2489,153952.1128968254
2490,153536.82916666666
2491,91261.6380952381
2492,181562.1663095238
2493,138942.14166666666
2494,161802.87619047618
2495,96262.77559523811
2496,230892.44505952377
2497,152455.17857142858
2498,119610.44702380951
2499,90386.8830357143
2500,132267.6980654762
2501,132344.2375
2502,148407.69404761906
2503,104046.9380952381
2504,184971.37083333332
2505,214375.99553571426
2506,255380.99190476193
2507,300074.2979166667
2508,257561.42440476193
2509,218077.2425396825
2510,228440.03833333333
2511,186279.6394642857
2512,217035.4172619048
2513,219474.80458333335
2514,248329.36666666664
2515,147834.8869047619
2516,159292.4879166667
2517,135604.8759920635
2518,141748.94345238095
2519,234018.5990079365
2520,208919.58839285717
2521,193629.5482142857
2522,225192.3747023809
2523,134438.49642857144
2524,136049.29474206353
2525,143325.8125
2526,140421.82003968259
2527,111673.65833333335
2528,129759.07976190474
2529,136610.05952380953
2530,113389.80595238095
2531,234350.1819444444
2532,230845.41757936505
2533,196796.77678571432
2534,236819.9930555556
2535,295133.9504166667
2536,226597.6559523809
2537,229469.79869047616
2538,186553.8067857143
2539,190840.97333333333
2540,173818.70333333334
2541,179461.8625
2542,158635.055
2543,131254.63333333333
2544,138396.8183333333
2545,130743.85357142857
2546,143977.19642857142
2547,140662.78571428574
2548,152183.7175
2549,166852.33482142858
2550,388202.2419642857
2551,144031.7341666667
2552,124803.00329365084
2553,86588.94315476192
2554,120115.37202380954
2555,108807.04523809525
2556,99918.18505952382
2557,118584.8661904762
2558,164415.65535714285
2559,144368.95972222224
2560,136530.01488095237
2561,136039.78166666665
2562,143730.03646825397
2563,157118.25833333336
2564,166763.35416666663
2565,122552.77000000002
2566,143783.2582142857
2567,135580.2570238095
2568,191984.7416666667
2569,199584.25535714286
2570,124860.24404761902
2571,177244.29249999998
2572,192738.56309523812
2573,245225.62369047623
2574,318747.7291666666
2575,127107.94345238095
2576,133037.09632034635
2577,163591.50793650796
2578,99239.44791666666
2579,77090.1580357143
2580,138385.24929653681
2581,134140.69166666668
2582,119029.4681547619
2583,289802.2110515873
2584,161217.13571428572
2585,176547.4085416667
2586,211020.28928571427
2587,199245.65000000002
2588,157896.74702380953
2589,148747.37797619047
2590,217271.41726190475
2591,213883.75595238092
2592,223113.13033730155
2593,252098.4035119048
2594,175809.12267857144
2595,201913.23035714286
2596,338647.43555555557
2597,183262.51845238096
2598,270551.6572619048
2599,340083.24013888894
2600,154926.08988095238
2601,136360.69444444444
2602,88215.69107142858
2603,97585.99999999999
2604,89173.64285714287
2605,84305.21488095238
2606,143702.80753968257
2607,174961.88829365076
2608,196480.16964285716
2609,164008.08571428573
2610,118574.99583333335
2611,157140.27638888892
2612,154377.15983766233
2613,128252.5
2614,129434.76738095237
2615,149957.3511904762
2616,141272.35416666666
2617,168094.77976190476
2618,193882.92357142858
2619,228933.27499999997
2620,183530.00000000003
2621,177299.42928571426
2622,183406.79720238093
2623,248079.2291666667
2624,266264.9395833333
2625,330125.0491666667
2626,165294.09305555554
2627,183398.0716269841
2628,402255.5416666667
2629,552882.5670833334
2630,353356.8481746032
2631,436537.22136904765
2632,397242.69535714283
2633,314016.8706746032
2634,378097.65380952385
2635,150578.74999999997
2636,194577.53095238094
2637,171189.12619047618
2638,259168.59166666665
2639,180902.23710317462
2640,153236.63555194804
2641,107666.88769841268
2642,187622.0041666667
2643,107692.96845238097
2644,133741.00892857142
2645,95653.48146825397
2646,92519.42063492064
2647,100757.51023809524
2648,135671.16294642858
2649,139827.64583333334
2650,147835.72232142862
2651,152741.13333333336
2652,429018.3883333333
2653,252594.38666666666
2654,239975.81361111114
2655,364199.1379166667
2656,318669.52180555556
2657,338791.4948809524
2658,280950.9322619048
2659,311524.8988095238
2660,321834.74916666665
2661,338614.27875
2662,341225.2716666667
2663,278446.4488095239
2664,290320.46749999997
2665,311183.01333333337
2666,291977.22624999995
2667,166199.35277777776
2668,178993.6
2669,172864.78392857144
2670,287214.06375
2671,181317.61916666664
2672,178139.61827380952
2673,202375.57181818184
2674,201991.75257215006
2675,170270.36190476193
2676,186253.62916666662
2677,190196.89990079362
2678,264813.19583333336
2679,268301.4375
2680,263258.1089285714
2681,411923.92732142855
2682,336303.1928571428
2683,494968.84375
2684,314317.4339285714
2685,352359.13749999995
2686,253644.75803571427
2687,332103.17174603173
2688,234586.925
2689,211878.98142857142
2690,441096.37886904756
2691,185310.8588095238
2692,136609.00982142857
2693,192190.74187499998
2694,134246.08202380955
2695,187388.90297619047
2696,183217.78244047618
2697,189500.6611904762
2698,192973.71626984124
2699,183036.125
2700,168082.5208333333
2701,152135.16736111112
2702,111405.55555555558
2703,133904.77380952382
2704,142531.8047619048
2705,127910.73809523808
2706,119304.99166666667
2707,123801.43888888885
2708,134256.20476190475
2709,113040.94702380951
2710,126724.80833333332
2711,287794.60357142857
2712,368511.55119047617
2713,182600.1988095238
2714,148677.05142857143
2715,174376.62083333332
2716,172152.37083333335
2717,183489.65416666667
2718,225138.49785714288
2719,152871.52678571426
2720,165849.9773809524
2721,144929.99999999997
2722,164189.00416666668
2723,147033.5625
2724,128756.72916666667
2725,135939.8333333333
2726,146361.5416666667
2727,157224.81746031746
2728,165969.69523809527
2729,152308.8625
2730,148755.02976190476
2731,120608.4880952381
2732,116557.76130952379
2733,156859.45357142854
2734,145185.01488095237
2735,133741.80952380953
2736,144591.77886904762
2737,122213.28214285716
2738,136072.11875
2739,159725.1547619048
2740,136870.44583333336
2741,149684.1577380952
2742,153398.99999999997
2743,146902.22222222222
2744,147237.0416666667
2745,137758.27976190473
2746,135477.78214285715
2747,160930.49107142858
2748,122361.67797619049
2749,131212.64583333334
